Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
CVS,57.4,-7.598,-4.72,Sell,169188006,75119380000,9.231,6.324,290000,Retail Trade
CVU,2.52,-9.353,-0.26,Strong Sell,906265,29929032,,-0.377,258,Electronic Technology
CVV,2.74,-8.97,-0.27,Sell,303139,18196176,,-0.34,172,Electronic Technology
CVX,71.95,-14.274,-11.98,Sell,196278456,1.34354E+11,,-4.688,48200,Energy Minerals
CW,93.02,-9.089,-9.3,Sell,5971880,3867492540,16.436,5.991,9100,Electronic Technology
CWBC,8.66,5.61,0.46,Sell,230081,73367520,9.506,0.901,133,Finance
CWBR,0.9805,5.091,0.05,Strong Sell,12412821,56833114,,-0.357,13,Health Technology
CWCO,10.57,-12.136,-1.46,Sell,1215215,159839540,32.311,0.349,105,Utilities
CWEN,24.37,-4.469,-1.14,Buy,11315943,2807462992,54.722,0.461,307,Utilities
CWEN.A,22.39,-7.288,-1.76,Buy,3384574,2579363824,50.473,0.461,307,Utilities
CWH,29.2,0.482,0.14,Buy,62837625,1106306240,,-0.258,12207,Retail Trade
CWK,10.05,-13.437,-1.56,Sell,20322014,2217220950,,-0.64,53000,Finance
CWST,52.16,-7.106,-3.99,Buy,5721705,2523020928,75.056,0.72,2500,Industrial Services
CWT,41.66,-8.116,-3.68,Strong Sell,4437749,2057920680,53.202,0.806,1207,Utilities
CXDC,1.12,-3.448,-0.04,Sell,1005209,79014656,,-0.39,972,Producer Manufacturing
CXDO,6.19,-34.497,-3.26,Buy,553337,94382644,93.617,0.081,56,Technology Services
CXO,43.35,-16.603,-8.63,Sell,32602915,8527248450,,-49.322,1453,Energy Minerals
CYAN,2.7,18.421,0.42,Buy,292537,16282863,24.135,0.11,95,Health Technology
CYBE,29.57,-7.738,-2.48,Buy,1036502,214470619,99.707,0.319,173,Electronic Technology
CYBR,99.25,-10.181,-11.25,Sell,8000445,3844091450,116.494,0.9,1380,Technology Services
CYCC,3.34,-12.565,-0.48,Sell,2219193,16245693,,-7.058,12,Health Technology
CYCN,7.27,6.598,0.45,Buy,4523753,246599854,,-3.374,94,Health Technology
CYD,17.06,5.049,0.82,Buy,1611867,697042598,9.146,1.963,8852,Producer Manufacturing
CYH,3.78,-26.886,-1.39,Sell,25423036,452159820,,-2.655,80000,Health Services
CYRN,0.9301,-6.99,-0.07,Strong Sell,1065219,56190689,,-0.281,248,Technology Services
CYRX,45.66,-17.7,-9.82,Buy,15475874,1770754158,,-0.632,125,Transportation
CYTK,21.07,-12.062,-2.89,Buy,14434445,1485534029,,-2.372,156,Health Technology
CZNC,15.25,-11.027,-1.89,Sell,552372,242034275,10.424,1.483,336,Finance
CZR,54.86,19.782,9.06,Buy,69130875,37340733300,,-1.17,64000,Consumer Services
CZWI,6.82,-1.302,-0.09,Sell,339978,76047774,7.454,0.9,,Finance
CZZ,15.37,-15.363,-2.79,Buy,15858012,3551054736,9.52,1.741,,Energy Minerals
D,76.27,-2.766,-2.17,Sell,69792183,64077172720,124.02,0.657,19100,Utilities
DAC,6.11,20.99,1.06,Sell,2792700,151460790,0.931,6.845,1148,Transportation
DAIO,3.045,-8.283,-0.28,Sell,141629,25550412,,-0.358,96,Electronic Technology
DAKT,3.91,-11.538,-0.51,Strong Sell,3495282,174445823,187.5,0.023,2395,Electronic Technology
DAL,29.56,-4.275,-1.32,Sell,367282105,18855052920,,-5.815,91000,Transportation
DAN,11.59,-16.918,-2.36,Sell,22239900,1674557970,29.209,0.421,36300,Producer Manufacturing
DAR,31.98,0.031,0.01,Buy,25334606,5179512780,13.649,2.563,10100,Process Industries
DARE,0.9887,-8.454,-0.09,Sell,9100789,31195858,,-0.858,19,Health Technology
DB,8.05,-15.53,-1.48,Sell,67219634,16557803500,,-1.225,87597,Finance
DBD,7.14,-14.388,-1.2,Sell,15120372,554596644,,-3.569,22000,Electronic Technology
DBI,5.69,-19.291,-1.36,Sell,43638805,411524129,,-3.866,15800,Retail Trade
DBX,19.18,-9.4,-1.99,Sell,88101928,7928274030,365.047,0.054,2801,Technology Services
DCI,45.83,-8.995,-4.53,Sell,9384338,5780492070,23.313,2.025,,Process Industries
DCO,32.05,-14.236,-5.32,Sell,1084394,374456175,13.304,2.605,2800,Electronic Technology
DCOM,10.61,-17.752,-2.29,Sell,2967573,350739014,11.926,0.927,421,Finance
DCP,9.97,-21.31,-2.7,Sell,18750582,2077050100,,-4.222,,Industrial Services
DCPH,50.97,13.242,5.96,Buy,7017268,2873525496,,-5.156,258,Health Technology
DCT,41.7,6.951,2.71,,9167847,5355864600,,,,Technology Services
DCTH,9.36,-21.345,-2.54,Sell,543045,36840679,,-211.739,33,Health Technology
DD,54.37,-2.493,-1.39,Sell,70290787,39898228360,,-3.472,35000,Process Industries
DDD,4.73,-13.843,-0.76,Strong Sell,39874086,572968550,,-0.683,2472,Producer Manufacturing
DDOG,91.1,9.037,7.55,Sell,84041380,27633858129,10044.086,0.012,1403,Technology Services
DDS,30.14,-0.232,-0.07,Sell,7104966,674448838,,-4.334,38000,Retail Trade
DE,214.55,2.137,4.49,Buy,29885645,67234606250,25.382,8.664,73500,Producer Manufacturing
DECK,214.51,5.219,10.64,Buy,5574815,6010870514,21.09,10.227,3600,Consumer Non-Durables
DEH,9.83,,,,1979126,,,,,Finance
DELL,65.61,-0.711,-0.47,Buy,43446203,48992122840,24.074,2.852,165000,Electronic Technology
DEN,19.27,,,,2352398,,,,,
DENN,10.07,-12.129,-1.39,Sell,23535792,641549630,12.027,0.892,4000,Consumer Services
DESP,6.33,-25.965,-2.22,Sell,7086896,418945783,,-0.546,3029,Consumer Services
DFFN,0.81,-17.305,-0.17,Sell,24400010,51838623,,-0.881,10,Health Technology
DFHT,10.13,,,,52073,,,,,Finance
DFIN,11.79,8.165,0.89,Buy,5397173,398846268,16.162,0.716,2900,Commercial Services
DFNS,10.02,1.008,0.1,,837952,,,,,Finance
DFPH,10.48,3.048,0.31,,776304,301300000,,,,Finance
DFS,53.23,0.283,0.15,Sell,55029367,16310789830,17.275,3.163,17200,Finance
DG,204.22,1.159,2.34,Buy,32844991,50857723480,22.63,9.274,143000,Retail Trade
DGICA,13.62,-5.613,-0.81,Sell,771619,388894584,8.816,1.616,,Finance
DGICB,12.65,2.038,0.25,Sell,4356,361197980,8.992,1.455,,Finance
DGII,14.62,7.342,1,Buy,3330264,424504858,70.037,0.219,543,Electronic Technology
DGLY,2.82,25.333,0.57,Buy,36068587,74960112,,-0.736,119,Electronic Technology
DGX,111.32,0.072,0.08,Strong Buy,25316656,14950609960,20.946,5.578,47000,Health Services
DHI,71.17,-0.28,-0.2,Buy,55849742,25884742510,13.673,5.591,8916,Consumer Durables
DHIL,123.58,-0.266,-0.33,Sell,192054,397184884,10.708,11.591,129,Finance
DHR,205.2,-0.615,-1.27,Buy,35214084,1.45571E+11,51.094,4.117,60000,Health Technology
DHT,5.02,-5.104,-0.27,Sell,49021835,857405960,3.132,1.865,17,Transportation
DHX,2.23,-8.23,-0.2,Strong Sell,1248428,118020966,43.393,0.067,559,Technology Services
DIN,52.95,-11.098,-6.61,Sell,8439698,869391345,,-3.721,3560,Consumer Services
DIOD,49.59,1.494,0.73,Buy,4653132,2570324085,19.888,2.471,7271,Electronic Technology
DIS,123.28,-6.514,-8.59,Buy,147604483,2.22774E+11,,-0.604,223000,Consumer Services
DISCA,21.12,-4.283,-0.95,Sell,74788529,10705503706,11.377,2.337,9200,Consumer Services
DISCB,35,-4.11,-1.5,Buy,17773,17741128300,16.813,2.337,9200,Consumer Services
DISCK,19.12,-4.256,-0.85,Sell,46868596,9691724946,10.297,2.337,9200,Consumer Services
DISH,28.595,-19.496,-6.93,Sell,42538653,15021102423,13.395,2.51,16000,Consumer Services
DIT,66.0301,-9.585,-7,Sell,1515,37298951,15.524,4.423,912,Distribution Services
DJCO,253.1,-8.031,-22.1,Buy,60455,349467825,,-29.235,385,Consumer Services
DK,10.65,-32.295,-5.08,Strong Sell,25925814,784451310,,-1.963,3814,Energy Minerals
DKL,26.51,-19.618,-6.47,Sell,1245279,1151414132,8.88,3.357,,Industrial Services
DKNG,50.12,41.742,14.76,Buy,444514393,17820416600,,-0.513,,Technology Services
DKS,56.47,4.342,2.35,Strong Buy,36970963,5032167798,19.477,3.086,41600,Retail Trade
DLA,14.26,0.992,0.14,Sell,229987,98253111,,-1.75,8500,Consumer Non-Durables
DLB,64.9,-7.087,-4.95,Buy,8393923,6528610308,27.23,2.469,2193,Consumer Services
DLHC,7.36,-10.788,-0.89,Buy,1121800,90928384,13.456,0.599,1900,Commercial Services
DLNG,2.41,-10.741,-0.29,Sell,1754409,85826366,5.981,0.4,,Transportation
DLPH,16.03,-7.714,-1.34,Buy,24229262,1384185691,,-2.193,21000,Producer Manufacturing
DLPN,0.671,-20.751,-0.18,Strong Sell,5761408,21592713,,-0.084,159,Consumer Services
DLTH,12.48,28.926,2.8,Buy,8900914,409549920,26.547,0.475,3004,Retail Trade
DLTR,86.72,-9.92,-9.55,Strong Sell,34140774,20579349760,23.232,3.748,193100,Retail Trade
DLX,24.55,-13.556,-3.85,Sell,3930317,1027618810,,-7.502,5584,Commercial Services
DMAC,3.94,-17.053,-0.81,Sell,469927,73832054,,-0.77,9,Health Technology
DMLP,10.07,-12.206,-1.4,Sell,1149808,349225586,10.461,0.981,34,Energy Minerals
DMRC,16.89,5.695,0.91,Sell,2031496,213785175,,-2.733,216,Technology Services
DMS,7.21,-24.344,-2.32,Sell,1877265,419267773,,-0.026,,Commercial Services
DMTK,10.83,-7.986,-0.94,Sell,2528516,211196913,,-2.334,,Health Technology
DMYT,12.96,14.085,1.6,,11824603,74520000,,,,Finance
DNB,24.1,-4.968,-1.26,,27133203,10189383600,,-1.224,4215,Technology Services
DNKN,77.32,1.63,1.24,Buy,12962151,6361456608,29.463,2.643,1114,Consumer Services
DNLI,35.4,10.972,3.5,Buy,10893114,3751798200,,-2.158,261,Health Technology
DNN,0.4195,-22.026,-0.12,Sell,16216400,262630912,,-0.019,,Non-Energy Minerals
DNOW,5.11,-29.711,-2.16,Sell,29182539,558931800,,-4.487,4400,Distribution Services
DOCU,211.52,-5.148,-11.48,Buy,189120075,39166100800,,-1.134,3909,Technology Services
DOGZ,1.1,-1.345,-0.02,Sell,102198,28505400,86.777,0.012,355,Consumer Non-Durables
DOMO,36.27,-10.928,-4.45,Buy,11757144,1061661310,,-3.61,802,Technology Services
DOOO,51.16,-5.609,-3.04,Buy,1690459,4473229392,40.952,1.28,13500,Consumer Durables
DOOR,89.69,-1.753,-1.6,Buy,2544560,2196517069,28.217,3.256,10000,Producer Manufacturing
DORM,82.96,-2.043,-1.73,Buy,2433489,2691164328,35.872,2.328,2742,Consumer Durables
DOV,106.95,-2.631,-2.89,Buy,12713803,15397591500,23.302,4.666,24000,Producer Manufacturing
DOW,46.74,3.59,1.62,Strong Buy,85801307,34639995540,,-2.681,36500,Process Industries
DOX,57.04,-6.843,-4.19,Sell,12088826,7587403760,16.167,3.607,,Technology Services
DPHC,24.4,45.411,7.62,Buy,82919061,170800000,535.551,0.053,2,Finance
DPW,1.98,8.197,0.15,Sell,68245046,21898008,,-11.714,210,Producer Manufacturing
DPZ,413.54,1.12,4.58,Buy,9960358,16273031823,36.842,11.494,13100,Consumer Services
DRAD,2.57,2.8,0.07,Sell,1598362,12074374,,-3.406,618,Health Technology
DRI,90,3.842,3.33,Sell,30613362,11707290000,,-0.35,177000,Consumer Services
DRIO,17.09,4.718,0.77,Buy,1715618,128709063,,-9.159,72,Health Technology
DRNA,18.85,1.782,0.33,Buy,11063343,1403552150,,-1.766,187,Health Technology
DRQ,23.07,-30.365,-10.06,Sell,5380567,808850349,,-0.786,1814,Industrial Services
DRRX,1.69,-2.594,-0.05,Neutral,14794321,338975130,,-0.01,90,Health Technology
DRTT,1.56,-6.024,-0.1,Sell,2124868,132102984,,-0.079,1169,Consumer Durables
DS,1.13,-18.705,-0.26,Sell,12642784,75950012,,-1.338,4658,Consumer Services
DSGX,52.09,-14.537,-8.86,Buy,2778806,4400250660,105.02,0.51,1547,Technology Services
DSKE,5.16,-16.098,-0.99,Buy,4333606,334005252,,-4.854,5946,Transportation
DSPG,12.65,-11.785,-1.69,Sell,2925682,297472340,,-0.135,340,Electronic Technology
DSS,4.48,-29.89,-1.91,Sell,4916558,22916006,,-3.302,100,Commercial Services
DSSI,6.8,-16.972,-1.39,Sell,4420994,274993360,3.12,2.28,45,Transportation
DSWL,2.52,1.818,0.05,Sell,159429,40106304,,-0.083,1105,Process Industries
DSX,1.41,-3.425,-0.05,Sell,3617942,125877750,,-1.517,1025,Transportation
DT,40.29,-8.908,-3.94,Strong Buy,47819143,11323786530,,-1.36,2243,Technology Services
DTE,111.9,-5.705,-6.77,Sell,17957335,21557646900,17.698,6.346,10700,Utilities
DTEA,0.99,4.211,0.04,Sell,9873676,25946019,,-1.681,2523,Consumer Non-Durables
DTIL,5.225,-7.358,-0.42,Sell,11273525,273501580,,-1.972,199,Health Technology
DTSS,3.5498,26.779,0.75,Sell,1794311,74346301,,-0.088,48,Technology Services
DUK,81.28,1.17,0.94,Sell,52579428,59775912960,29.187,2.838,28793,Utilities
DUOT,3.75,-10.287,-0.43,Sell,169372,13223063,,-0.967,81,Technology Services
DVA,82.41,-5.014,-4.35,Buy,25360468,10054020000,13.526,6.332,65000,Health Services
DVAX,4.53,-24.247,-1.45,Sell,72446558,496089360,,-1.605,231,Health Technology
DVD,1.39,-3.472,-0.05,Sell,1087013,50585401,,-0.039,60,Consumer Services
DVN,8.68,-20.147,-2.19,Sell,128792015,3322704000,,-7.998,1800,Energy Minerals
DWSN,1.71,-3.39,-0.06,Sell,734561,39929526,,-0.058,455,Technology Services
DXC,16.28,-18.519,-3.7,Sell,54278509,4138294600,,-22.464,138000,Technology Services
DXCM,386.07,-9.248,-39.34,Buy,14180311,36963191154,182.386,2.224,5200,Health Technology
DXLG,0.2411,-27.489,-0.09,Sell,34837622,12429886,,-1.127,2353,Retail Trade
DXPE,15.63,-18.763,-3.61,Sell,1860941,277882644,12.865,1.306,2747,Distribution Services
DXR,15.35,-4.954,-0.8,Buy,51771,59691699,,-0.132,,Health Technology
DXYN,0.8034,-16.313,-0.16,Sell,1788613,11997494,1.021,0.813,1526,Consumer Durables
DY,54.14,-11.982,-7.37,Buy,7146433,1723774288,103.151,0.555,15230,Industrial Services
DYAI,7.22,-9.182,-0.73,Buy,1496489,198421484,,-0.303,9,Health Technology
DYN,22.25,,,,3306239,969770700,,,,Health Technology
DYNT,0.7,-0.299,0,Strong Sell,2789203,9662730,,-0.24,284,Health Technology
DZSI,8.96,-14.012,-1.46,Sell,983807,193363072,,-1.081,789,Electronic Technology
EA,128.42,-7.923,-11.05,Buy,39962324,37087310740,19.429,6.789,9800,Consumer Durables
EAF,7.14,7.207,0.48,Sell,32370482,1907729460,3.632,2.021,1346,Producer Manufacturing
EARS,0.7778,-11.332,-0.1,Sell,64670179,3584942,,-1.445,12,Health Technology
EAST,1.105,-16.917,-0.23,Sell,878921,11117958,,-1.737,89,Commercial Services
EAT,43.65,-3.086,-1.39,Strong Buy,26296401,1610964360,60.745,0.768,62200,Consumer Services
EB,10.8,0.465,0.05,Sell,20017336,981183424,,-2.67,1140,Technology Services
EBAY,50.68,-7.484,-4.1,Buy,149877570,35469969080,7.702,6.655,13300,Consumer Services
EBF,16.72,-8.783,-1.61,Sell,1833360,435942232,15.151,1.144,2505,Commercial Services
EBIX,19.425,-15.8,-3.65,Strong Sell,4398117,600477255,6.641,2.963,7975,Finance
EBMT,16.8,-4.708,-0.83,Sell,233823,114168600,7.052,2.426,,Finance
EBON,9.96,63.279,3.86,,19553705,840718620,,,287,Electronic Technology
EBS,102.23,-10.364,-11.82,Buy,10345344,5410512527,31.386,3.266,1834,Health Technology
EBSB,9.83,-15.55,-1.81,Sell,2578341,515222739,7.701,1.322,546,Finance
EBTC,20.01,-7.915,-1.72,Sell,178049,238361121,8.408,2.451,538,Finance
ECHO,25.85,-5.381,-1.47,Buy,2317538,687860745,158.955,0.162,2539,Transportation
ECL,195.2,-0.954,-1.88,Buy,20759280,55707152000,,-2.978,50200,Process Industries
ECOL,31.18,-16.025,-5.95,Strong Sell,4282439,982472446,,-9.219,3800,Industrial Services
ECOM,14.03,-16.587,-2.79,Buy,8178387,402443535,26.386,0.571,642,Technology Services
ECOR,1.67,-5.65,-0.1,Sell,9771659,74358253,,-1.048,51,Health Technology
ECPG,39.23,-14.606,-6.71,Buy,7597549,1229421124,6.348,6.435,7300,Finance
ED,73.32,2.775,1.98,Sell,52237374,24525320040,18.463,4.004,14890,Utilities
EDIT,31.45,-10.729,-3.78,Buy,14166259,1958388355,,-2.516,208,Health Technology
EDNT,1.78,-20.889,-0.47,Sell,3760530,20849674,,-1.612,51,Commercial Services
EDRY,3.53,-5.867,-0.22,Sell,364916,8135344,,-2.934,,Transportation
EDSA,7.46,-20.043,-1.87,Buy,4532900,70230529,,,10,Health Technology
EDTK,2.93,-27.114,-1.09,,3629826,35160000,,,,Technology Services
EDUC,14.09,-8.029,-1.23,Buy,594677,117717582,19.682,0.742,201,Consumer Services
EEFT,88.22,-14.664,-15.16,Sell,6777295,4612935580,42.288,2.306,7700,Technology Services
EEX,2.05,-25.725,-0.71,Sell,2734695,146534615,,-9.083,548,Commercial Services
EFOI,6.82,-24.474,-2.21,Buy,721085,22095913,,-2.449,42,Producer Manufacturing
EFSC,25.4,-15.079,-4.51,Sell,2020670,665632400,8.099,3.227,805,Finance
EFX,152.16,-9.574,-16.11,Buy,12826354,18480897120,64.013,2.465,11200,Commercial Services
EGAN,13.26,-0.897,-0.12,Buy,5571996,409855992,61.651,0.235,522,Technology Services
EGBN,25.05,-12.96,-3.73,Sell,2709986,807326430,6.805,3.725,492,Finance
EGHT,15,-11.137,-1.88,Sell,18966608,1563510000,,-1.779,1675,Technology Services
EGLE,16.25,-12.067,-2.23,Sell,1509377,178871875,,-3.879,974,Transportation
EGO,9.75,-14.623,-1.67,Buy,42646268,1697748000,13.239,0.821,,Non-Energy Minerals
EGOV,19.42,-9.167,-1.96,Sell,5521090,1301555588,27.391,0.74,1000,Technology Services
EGRX,39.54,-0.353,-0.14,Strong Sell,3496722,538020780,,-0.33,108,Health Technology
EGY,0.9989,-5.764,-0.06,Strong Sell,2202450,57392898,,-0.95,111,Energy Minerals
EHC,61.35,-5.963,-3.89,Sell,10180365,6101005965,21.595,2.905,31570,Health Services
EHTH,72.43,14.75,9.31,Neutral,13351136,1865065257,,,1500,Finance
EIDX,44.04,1.756,0.76,Buy,1346641,1698666840,,-1.675,45,Health Technology
EIG,29.12,-10.62,-3.46,Sell,3288137,852371520,10.487,2.877,704,Finance
EIGI,5.11,-21.505,-1.4,Neutral,9946929,719166070,38.127,0.136,3762,Technology Services
EIGR,9.32,-16.562,-1.85,Sell,6538277,272544760,,-2.676,24,Health Technology
EIX,49.3,-6.059,-3.18,Sell,43090477,18646295300,16.295,3.107,12937,Utilities
EKSO,4.41,-10.729,-0.53,Sell,2030177,36476301,,-2.806,68,Health Technology
EL,207.63,-6.355,-14.09,Buy,17309637,74746473813,114.33,1.895,48000,Consumer Non-Durables
ELA,4.33,11.598,0.45,Buy,1900624,116582652,32.756,0.133,135,Retail Trade
ELAN,26.41,-9.119,-2.65,Buy,66515784,10535001820,,-0.249,5760,Process Industries
ELF,18.79,-3.789,-0.74,Buy,12558460,953064501,62.159,0.323,209,Consumer Non-Durables
ELLO,28.105,-2.852,-0.83,Buy,11876,342715181,27.746,1.088,11,Utilities
ELMD,10.06,-18.74,-2.32,Buy,2064197,86401215,21.992,0.495,120,Health Technology
ELOX,2.68,-13.128,-0.41,Strong Sell,754263,107569036,,-1.158,29,Health Technology
ELSE,3.45,-4.675,-0.17,Sell,186340,11714547,279.032,0.012,40,Producer Manufacturing
ELTK,4.7,-8.738,-0.45,Buy,416426,20587269,10.217,0.484,283,Electronic Technology
ELVT,2.18,10.66,0.21,Strong Sell,5092372,88919584,2.123,1.061,695,Finance
ELY,18.18,-12.848,-2.68,Buy,18671506,1711892430,,-1.455,4200,Consumer Durables
EMAN,1.15,-13.534,-0.18,Buy,15448144,77488495,,-0.087,96,Electronic Technology
EMCF,26.5,24.53,5.22,Sell,70634,71788500,11.989,2.264,162,Finance
EME,66.41,-11.465,-8.6,Sell,5471158,3646300819,23.613,2.828,36000,Industrial Services
EMKR,3.23,-8.499,-0.3,Sell,1014365,94988163,,-0.786,420,Electronic Technology
EML,20.77,-5.16,-1.13,Sell,147416,129554952,12.859,1.631,1399,Process Industries
EMN,77.01,5.334,3.9,Buy,20890796,10423303500,18.773,4.232,14500,Process Industries
EMR,63.89,-8.032,-5.58,Sell,39250222,38180152880,20.365,3.224,88000,Producer Manufacturing
EMX,2.56,-12.329,-0.36,Buy,4350300,215884800,,-0.048,40,Non-Energy Minerals
ENB,29.51,-7.839,-2.51,Sell,45483139,59763356900,44.33,0.695,11300,Industrial Services
ENBL,4.08,-27.402,-1.54,Sell,17345751,1776689040,7.409,0.618,1735,Industrial Services
ENDP,3.065,1.827,0.06,Sell,63189076,704386040,,-0.697,3172,Health Technology
ENG,0.7597,-3.665,-0.03,Sell,2238873,20826416,18.621,0.044,251,Industrial Services
ENLC,2.36,-21.07,-0.63,Strong Sell,37680894,1155439480,,-2.479,1355,Industrial Services
ENLV,4.88,-5.973,-0.31,Sell,801502,65528152,,-0.808,,Health Technology
ENOB,3.57,-12.5,-0.51,Sell,2271874,165995718,,-0.004,8,Health Technology
ENPH,70.27,-9.012,-6.96,Buy,62406006,8854511890,58.519,1.388,577,Electronic Technology
ENR,39.2,-15.316,-7.09,Sell,11727724,2685886000,,-0.169,7500,Consumer Non-Durables
ENS,63.27,-12.101,-8.71,Sell,3420858,2687545098,22.468,2.919,11400,Producer Manufacturing
ENSG,54.15,-7.499,-4.39,Buy,4177798,2911683405,22.755,2.539,24500,Health Services
ENSV,0.1383,-0.288,0,Sell,159451759,7607288,,-0.289,186,Energy Minerals
ENTA,43.36,-16.919,-8.83,Sell,3234036,870326256,606.812,0.134,132,Health Technology
ENTG,66.91,0.03,0.02,Buy,17853758,9020739290,40.232,1.686,5300,Electronic Technology
ENTX,1.3,1.563,0.02,Sell,3056738,23704460,,-0.848,24,Health Technology
ENV,75.32,-9.242,-7.67,Buy,5894002,4050144700,,-0.221,4190,Technology Services
ENVA,15.99,-6.382,-1.09,Sell,4635829,481452504,15.781,1.049,1325,Finance
ENZ,2.09,-1.878,-0.04,Sell,5034998,100091981,,-0.642,500,Health Technology
EOG,36.38,-19.762,-8.96,Sell,79376063,21182036720,64.115,0.611,2900,Energy Minerals
EOLS,3.72,-3.627,-0.14,Sell,7562845,125544420,,-2.666,235,Health Technology
EPAC,19.2,-7.692,-1.6,Sell,4940509,1147564800,,-4.394,4700,Producer Manufacturing
EPAM,314.75,-3.776,-12.35,Buy,6117981,17579605850,63.589,5.318,36739,Technology Services
EPAY,41.41,-13.059,-6.22,Sell,4324168,1850236069,,-0.22,2000,Technology Services
EPC,26.51,-7.663,-2.2,Sell,8012390,1440956352,17.126,1.609,6000,Consumer Non-Durables
EPD,15.33,-12.699,-2.23,Sell,136228052,33509847000,7.842,2.043,7300,Industrial Services
EPIX,6.45,-8.25,-0.58,Buy,2010278,134440575,,-0.967,25,Health Technology
EPM,2.26,-17.216,-0.47,Sell,2189842,74481690,13.274,0.179,4,Energy Minerals
EPSN,3.03,-10.089,-0.34,Sell,419242,72103698,25.82,0.119,8,Energy Minerals
EPZM,11.94,-8.154,-1.06,Sell,16045842,1211647320,,-2.079,203,Health Technology
EQ,5.61,-4.754,-0.28,Sell,9586884,136117674,,-1.593,16,Health Technology
EQBK,14.16,-10.943,-1.74,Sell,676077,215491128,9.632,1.512,607,Finance
EQH,17.84,-15.809,-3.35,Sell,51976417,8017510080,,-0.014,7900,Finance
EQS,1.15,-19.014,-0.27,Sell,56967,15545700,,-0.496,,Finance
EQT,14.39,-9.326,-1.48,Sell,68698608,3678127170,,-7.707,647,Energy Minerals
EQX,11.18,-14.916,-1.96,Buy,32058111,2694961360,,-0.188,,Non-Energy Minerals
ERES,9.75,,,,3238957,,,,,Finance
ERF,1.77,-33.208,-0.88,Sell,22536396,393938280,,-3.209,383,Energy Minerals
ERIE,203.31,-4.746,-10.13,Buy,1727094,9468228024,36.938,6.336,5700,Finance
ERII,7.98,-6.228,-0.53,Sell,4604249,444341562,20.536,0.398,188,Producer Manufacturing
ES,78.29,-8.657,-7.42,Sell,24646980,26827477720,22.61,3.512,8234,Utilities
ESBA,5.97,-4.327,-0.27,Sell,185894,1031714553,,,831,Finance
ESBK,10.66,0.851,0.09,Sell,71861,37128780,9.905,1.076,125,Finance
ESCA,20.17,11.252,2.04,Buy,920690,285478112,17.76,1.113,468,Consumer Durables
